,teamId,season,wscore,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lscore,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf
0,1101,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1102,2003,68.75,22.583333333333332,40.0,10.0,21.583333333333332,13.583333333333334,20.75,3.8333333333333335,19.333333333333332,16.916666666666668,11.083333333333334,7.333333333333333,2.8333333333333335,16.083333333333332,48.625,16.5625,39.625,6.1875,20.25,9.3125,14.375,4.4375,14.9375,10.0625,11.6875,4.9375,1.0,20.75
2,1103,2003,87.76923076923077,30.0,55.38461538461539,5.461538461538462,14.384615384615385,22.307692307692307,30.923076923076923,9.384615384615385,21.46153846153846,17.692307692307693,12.538461538461538,7.3076923076923075,1.8461538461538463,20.46153846153846,70.42857142857143,24.5,56.285714285714285,5.428571428571429,17.642857142857142,16.0,21.142857142857142,10.142857142857142,18.5,12.928571428571429,12.714285714285714,7.214285714285714,2.7857142857142856,19.285714285714285
3,1104,2003,74.70588235294117,25.823529411764707,58.35294117647059,7.0588235294117645,20.823529411764707,16.0,22.529411764705884,13.529411764705882,26.41176470588235,14.0,13.058823529411764,7.235294117647059,4.176470588235294,16.470588235294116,60.90909090909091,21.272727272727273,55.36363636363637,5.2727272727272725,18.363636363636363,13.090909090909092,18.454545454545453,13.636363636363637,20.09090909090909,9.181818181818182,13.636363636363637,5.636363636363637,3.1818181818181817,20.454545454545453
4,1105,2003,79.42857142857143,25.571428571428573,61.857142857142854,9.142857142857142,22.428571428571427,19.142857142857142,25.714285714285715,14.571428571428571,25.857142857142858,15.857142857142858,18.0,11.285714285714286,2.0,19.428571428571427,68.94736842105263,23.94736842105263,61.526315789473685,7.0,20.157894736842106,14.052631578947368,20.42105263157895,13.105263157894736,22.105263157894736,14.052631578947368,18.894736842105264,8.578947368421053,2.1052631578947367,20.526315789473685
5,1106,2003,68.3076923076923,24.76923076923077,53.84615384615385,5.846153846153846,15.923076923076923,12.923076923076923,20.76923076923077,12.76923076923077,28.0,13.0,17.692307692307693,9.384615384615385,3.769230769230769,18.384615384615383,59.53333333333333,22.266666666666666,56.53333333333333,6.333333333333333,19.133333333333333,8.666666666666666,12.733333333333333,11.866666666666667,20.266666666666666,10.533333333333333,16.466666666666665,7.466666666666667,2.6,18.0
6,1107,2003,70.28571428571429,25.0,55.714285714285715,8.0,21.0,12.285714285714286,15.857142857142858,8.714285714285714,25.0,11.285714285714286,13.0,6.0,2.857142857142857,16.428571428571427,64.47619047619048,23.714285714285715,58.04761904761905,7.904761904761905,22.571428571428573,9.142857142857142,12.761904761904763,8.095238095238095,18.666666666666668,12.142857142857142,12.428571428571429,7.142857142857143,1.7619047619047619,15.714285714285714
7,1108,2003,75.0,26.071428571428573,56.357142857142854,5.857142857142857,15.142857142857142,17.0,24.142857142857142,11.714285714285714,24.785714285714285,16.142857142857142,16.5,8.785714285714286,4.857142857142857,18.928571428571427,64.73684210526316,24.105263157894736,60.473684210526315,4.7368421052631575,17.210526315789473,11.789473684210526,18.57894736842105,14.157894736842104,22.05263157894737,12.157894736842104,19.894736842105264,7.7368421052631575,2.526315789473684,20.210526315789473
8,1109,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1110,2003,71.6875,24.75,52.5,9.75,22.25,12.4375,18.6875,9.75,24.0,16.25,12.875,7.25,1.6875,16.9375,60.285714285714285,21.357142857142858,54.714285714285715,7.642857142857143,24.142857142857142,9.928571428571429,14.071428571428571,10.285714285714286,22.142857142857142,11.928571428571429,13.5,5.428571428571429,1.7857142857142858,19.5
