,team1,team2,season,wscore,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lscore,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf,winningTeam
0,1411,1421,2003,-2.2051282051282044,-1.6196581196581192,-3.957264957264961,-0.9230769230769225,0.26923076923077005,1.9572649572649539,7.940170940170944,-0.3076923076923066,1.1709401709401703,-1.1410256410256423,1.410256410256407,-2.7264957264957266,-1.4829059829059825,0.6666666666666679,1.5625,1.3541666666666714,1.3958333333333428,-0.29166666666666785,1.375,-0.8541666666666643,4.083333333333329,2.6666666666666643,0.10416666666666785,2.375,-3.6666666666666643,1.4375,-0.0625,-2.25,1
1,1112,1436,2003,14.410526315789483,4.482105263157894,9.62947368421053,1.7642105263157895,4.8189473684210515,3.6821052631578937,4.490526315789474,1.7347368421052654,1.0547368421052639,2.51578947368421,1.3263157894736874,1.3873684210526323,1.1347368421052635,2.2168421052631597,16.799999999999997,5.366666666666671,15.899999999999999,1.4666666666666677,9.5,4.6,5.466666666666672,5.300000000000001,0.23333333333332718,1.5999999999999996,-0.533333333333335,2.166666666666666,1.2999999999999998,2.8999999999999986,0
2,1113,1272,2003,5.896135265700494,2.403381642512077,-3.490338164251213,-3.6618357487922704,-8.900966183574878,4.751207729468602,6.19806763285024,0.2173913043478244,-1.4299516908212624,-0.6642512077294711,-0.19806763285023976,-1.8429951690821254,0.2898550724637676,0.6183574879227045,-5.151515151515142,-0.6515151515151452,-3.712121212121204,-1.4393939393939394,-5.409090909090908,-2.4090909090909083,-3.5757575757575815,-1.9848484848484826,-3.151515151515145,0.43939393939393767,1.5151515151515174,-2.3030303030303045,-2.7121212121212124,-1.3333333333333286,0
3,1141,1166,2003,2.6581709145427226,-1.250374812593705,-4.796101949025491,-0.8515742128935528,-2.8305847076461745,6.010494752623684,5.301349325337327,-0.506746626686656,0.19790104947526288,-0.8470764617691131,4.854572713643174,-1.3763118440779607,-0.5067466266866569,2.931034482758619,-4.75,-3.5,-4.666666666666657,-1.916666666666667,-1.5,4.166666666666664,6.666666666666671,0.0,1.6666666666666679,0.0833333333333357,4.666666666666668,0.16666666666666785,0.6666666666666665,5.916666666666671,0
4,1143,1301,2003,-1.7936507936508121,1.904761904761898,4.468253968253954,-2.8968253968253963,-6.738095238095234,-2.7063492063492074,-1.4365079365079332,1.2539682539682548,2.404761904761905,0.0,0.5952380952380913,-1.6428571428571423,-0.698412698412699,-0.7063492063492092,6.083333333333329,4.416666666666671,8.875,0.875,-2.125,-3.625,-2.208333333333332,2.75,0.5416666666666714,2.5833333333333357,-1.25,-0.9166666666666679,0.29166666666666696,-1.875,0
5,1140,1163,2003,-11.146997929606627,-6.538302277432713,-13.219461697722572,-0.23602484472049579,0.18426501035196807,2.1656314699792922,0.6149068322981392,-5.0207039337474075,-4.523809523809533,-2.8819875776397517,-2.316770186335404,0.7929606625258812,-5.950310559006212,2.6728778467908825,-0.125,-3.4166666666666714,-5.111111111111114,0.8194444444444455,1.3055555555555571,5.888888888888891,5.5,-0.9166666666666643,-1.3611111111111107,-1.111111111111109,-0.9583333333333321,1.3611111111111107,-3.4861111111111116,4.361111111111111,1
6,1161,1181,2003,-4.647058823529406,-0.5220588235294095,-7.289215686274524,-3.291666666666668,-8.938725490196079,-0.311274509803912,-0.259803921568615,-2.1985294117647083,1.6985294117647136,2.8946078431372513,1.3112745098039227,-3.075980392156862,-1.1200980392156863,-0.8235294117647065,-6.833333333333329,-0.1794871794871753,-11.487179487179489,-3.0384615384615383,-12.679487179487177,-3.4358974358974326,-5.69230769230769,-5.025641025641029,1.3846153846153868,1.7435897435897392,3.1538461538461533,-2.051282051282053,0.9358974358974357,-3.948717948717942,1
7,1153,1211,2003,-5.948849104859335,-2.1227621483375927,1.4168797953964116,-0.39386189258311965,0.6572890025575369,-1.3094629156010207,-0.8951406649616338,-0.1278772378516635,-1.15856777493606,-2.4833759590792823,-4.017902813299232,-1.3938618925831197,1.005115089514066,-0.5856777493606096,-13.727272727272727,-4.011363636363637,0.7954545454545467,-0.5454545454545459,-0.3977272727272734,-5.159090909090908,-5.886363636363637,1.2159090909090917,-1.9318181818181834,-4.443181818181818,-3.5113636363636367,-1.4431818181818183,0.09090909090909083,1.09090909090909,1
8,1228,1443,2003,3.382246376811594,2.5561594202898483,1.568840579710134,0.625,0.9202898550724576,-2.355072463768117,-4.936594202898551,-2.2228260869565233,1.0706521739130395,5.291666666666668,-1.5706521739130448,-0.01992753623188559,-0.7355072463768115,-0.4818840579710191,-3.7916666666666714,-3.2083333333333286,-5.041666666666657,-3.083333333333332,-5.625,5.708333333333336,5.958333333333332,-3.458333333333334,5.25,-0.5833333333333357,-3.1666666666666643,-0.708333333333333,0.5833333333333335,5.208333333333329,0
9,1242,1429,2003,16.65810276679842,7.494071146245048,10.037549407114625,0.41106719367588873,1.2845849802371543,1.2588932806324085,3.4387351778656132,1.4150197628458496,4.523715415019769,2.950592885375494,3.2944664031620583,6.357707509881423,3.0335968379446645,0.50790513833992,9.57142857142857,2.875,11.339285714285715,1.6607142857142856,4.178571428571427,2.1607142857142847,5.053571428571431,2.5892857142857153,4.25,1.7857142857142847,1.1428571428571423,0.9821428571428577,2.3392857142857135,1.321428571428573,0
