,teamId,season,wscore,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lscore,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf
0,1101,2014,80.0,26.0,48.5,5.0,11.5,23.0,31.0,7.5,21.5,11.5,14.5,10.0,2.0,19.5,61.36842105263158,19.736842105263158,50.31578947368421,6.842105263157895,18.526315789473685,15.052631578947368,20.157894736842106,8.052631578947368,20.210526315789473,9.842105263157896,15.052631578947368,5.315789473684211,1.4210526315789473,21.789473684210527
0,1102,2014,69.7,22.3,50.2,7.9,21.0,17.2,23.4,9.6,25.6,13.7,14.2,6.1,3.4,17.1,61.72222222222222,21.944444444444443,52.72222222222222,6.722222222222222,22.11111111111111,11.11111111111111,16.944444444444443,8.222222222222221,21.333333333333332,13.222222222222221,13.055555555555555,4.833333333333333,2.7222222222222223,19.88888888888889
0,1103,2014,71.80952380952381,24.666666666666668,54.285714285714285,7.571428571428571,20.095238095238095,14.904761904761905,24.047619047619047,11.80952380952381,24.476190476190474,12.428571428571429,12.761904761904763,7.142857142857143,4.809523809523809,17.476190476190474,61.083333333333336,21.583333333333332,54.916666666666664,6.25,20.916666666666668,11.666666666666666,19.0,13.166666666666666,19.5,8.916666666666666,14.0,5.666666666666667,3.1666666666666665,18.416666666666668
0,1104,2014,73.58333333333333,25.333333333333332,51.333333333333336,7.083333333333333,17.916666666666668,15.833333333333334,23.666666666666668,9.916666666666666,24.333333333333332,12.75,12.083333333333334,8.416666666666666,4.583333333333333,16.333333333333332,62.36842105263158,21.05263157894737,52.10526315789474,4.894736842105263,16.842105263157894,15.368421052631579,22.210526315789473,9.894736842105264,21.473684210526315,9.526315789473685,11.68421052631579,5.684210526315789,4.0,20.94736842105263
0,1105,2014,71.16666666666667,23.833333333333332,52.083333333333336,6.583333333333333,17.416666666666668,16.916666666666668,25.833333333333332,11.333333333333334,26.833333333333332,14.25,13.166666666666666,6.5,4.75,20.833333333333332,58.3125,19.8125,53.875,5.75,20.0,12.9375,19.25,8.6875,21.5625,11.25,13.3125,5.6875,3.5625,22.8125
0,1106,2014,74.75,25.625,58.4375,5.875,19.25,17.625,24.6875,13.5625,24.5,13.375,12.5625,6.8125,3.625,18.125,63.416666666666664,22.166666666666668,57.916666666666664,4.583333333333333,18.25,14.5,22.666666666666668,12.25,19.166666666666668,10.333333333333334,11.5,6.5,3.4166666666666665,18.833333333333332
0,1107,2014,72.16666666666667,23.27777777777778,50.05555555555556,6.222222222222222,14.333333333333334,19.38888888888889,25.22222222222222,10.555555555555555,25.27777777777778,11.833333333333334,13.0,6.777777777777778,3.388888888888889,17.11111111111111,58.142857142857146,21.357142857142858,52.42857142857143,3.2142857142857144,12.357142857142858,12.214285714285714,17.214285714285715,10.071428571428571,22.857142857142858,10.071428571428571,12.142857142857142,3.9285714285714284,2.642857142857143,17.428571428571427
0,1108,2014,65.11111111111111,22.333333333333332,45.888888888888886,4.555555555555555,12.0,15.88888888888889,23.22222222222222,6.555555555555555,23.77777777777778,10.444444444444445,11.11111111111111,4.444444444444445,3.111111111111111,15.88888888888889,60.421052631578945,21.210526315789473,55.78947368421053,4.368421052631579,16.0,13.631578947368421,21.105263157894736,11.052631578947368,19.263157894736842,8.210526315789474,11.842105263157896,5.894736842105263,4.0,20.31578947368421
0,1109,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1110,2014,67.5,23.85,46.2,6.15,15.45,13.65,18.9,7.25,25.25,16.45,13.95,6.4,3.55,16.2,58.0,21.666666666666668,47.166666666666664,6.666666666666667,18.5,8.0,11.833333333333334,6.916666666666667,19.083333333333332,12.916666666666666,14.0,5.416666666666667,3.25,18.916666666666668
0,1111,2014,70.4,24.8,53.4,6.0,14.6,14.8,24.2,10.6,27.2,14.0,11.6,5.6,3.4,17.0,62.666666666666664,21.857142857142858,56.61904761904762,4.333333333333333,16.142857142857142,14.619047619047619,22.761904761904763,13.333333333333334,20.904761904761905,8.80952380952381,12.80952380952381,6.095238095238095,2.380952380952381,21.0
0,1112,2014,74.4,26.633333333333333,55.5,5.433333333333334,14.833333333333334,15.7,23.766666666666666,12.633333333333333,25.866666666666667,15.566666666666666,10.3,5.8,4.4,16.466666666666665,63.0,23.25,59.75,4.25,15.0,12.25,20.25,12.25,29.5,11.5,11.5,6.5,3.0,16.25
0,1113,2014,80.0952380952381,27.476190476190474,56.19047619047619,8.285714285714286,19.952380952380953,16.857142857142858,24.047619047619047,8.19047619047619,29.666666666666668,16.047619047619047,11.0,5.428571428571429,6.619047619047619,18.38095238095238,65.36363636363636,21.09090909090909,56.0,7.818181818181818,23.09090909090909,15.363636363636363,22.636363636363637,8.909090909090908,22.454545454545453,10.636363636363637,12.363636363636363,4.636363636363637,3.8181818181818183,21.0
